Month,Customer,Customer_Type,Customer_Age,Product,Product_Type,Revenue,,,,,,,,,,,,,,,,
2022-09-01,PlatinumPulse Investments,Consulting,>= 1 Year,rp_m3,Reporting,455,,,,,,,,,,,,,,,,
2022-10-01,CashForte Capital,Research,>= 1 Year,an_m7,Analysis,227.5,,,,,,,,,,,,,,,,
2022-11-01,ApexPulse Finance,Wealth Management,>= 1 Year,vu_m6,Valuation,455,,,,,,,,,,,,,,,,
2022-12-01,QuantumCrest Capital,Accounting,>= 1 Year,an_m7,Analysis,227.5,,,,,,,,,,,,,,,,
2022-12-01,CoinGuard Advisors,Accounting,>= 1 Year,fc_m1,Forecasting,455,,,,,,,,,,,,,,,,
2022-12-01,GrowthMosaic Financial,Accounting,>= 1 Year,fc_m1,Forecasting,455,,,,,,,,,,,,,,,,
2023-01-01,QuantumWealth Strategies,Wealth Management,>= 1 Year,rp_m6,Reporting,455,,,,,,,,,,,,,,,,
2023-02-01,ProsperPointe Consultants,Consulting,< 1 Year,vu_m5,Valuation,455,,,,,,,,,,,,,,,,
2023-03-01,MoneyMax Finance,Accounting,>= 1 Year,ac_m5,Accounting,455,,,,,,,,,,,,,,,,
2023-03-01,NovaFunds Consultants,Accounting,>= 1 Year,vu_m5,Valuation,455,,,,,,,,,,,,,,,,
2023-04-01,BeaconCrest Ventures,Wealth Management,>= 1 Year,vu_m1,Valuation,455,,,,,,,,,,,,,,,,
2023-05-01,InvestForte Wealth,Accounting,< 1 Year,ac_m5,Accounting,455,,,,,,,,,,,,,,,,
2023-05-01,EquiEdge Solutions,Research,< 1 Year,an_m7,Analysis,227.5,,,,,,,,,,,,,,,,
2023-05-01,CapitalQuest Finance,Wealth Management,< 1 Year,rp_m1,Reporting,455,,,,,,,,,,,,,,,,
2023-05-01,CapitalQuest Finance,Wealth Management,< 1 Year,rp_m4,Reporting,455,,,,,,,,,,,,,,,,
2023-05-01,WealthHarbor Enterprises,Research,< 1 Year,vu_m3,Valuation,455,,,,,,,,,,,,,,,,
2023-06-01,SecureWealth Advisors,Wealth Management,< 1 Year,an_m7,Analysis,227.5,,,,,,,,,,,,,,,,
2023-06-01,PrimeEagle Financial,Research,>= 1 Year,fc_m1,Forecasting,455,,,,,,,,,,,,,,,,
2023-06-01,EquiWealth Advisors,Consulting,>= 1 Year,rp_m2,Reporting,455,,,,,,,,,,,,,,,,
2020-04-01,WiseWealth Enterprises,Accounting,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2020-09-01,WiseEdge Capital,Accounting,>= 1 Year,ac_m3,Accounting,450,,,,,,,,,,,,,,,,
2020-09-01,GrowthVista Finance,Wealth Management,>= 1 Year,rp_m2,Reporting,450,,,,,,,,,,,,,,,,
2020-10-01,FundFirst Enterprises,Wealth Management,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2020-10-01,PrimeEagle Financial,Research,>= 1 Year,vu_m1,Valuation,450,,,,,,,,,,,,,,,,
2020-11-01,FundHorizon Partners,Wealth Management,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2020-11-01,GrowthVista Finance,Wealth Management,>= 1 Year,rp_m2,Reporting,450,,,,,,,,,,,,,,,,
2020-12-01,SecureNest Finance,Wealth Management,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2021-02-01,GrowthGlide Investments,Consulting,>= 1 Year,vu_m3,Valuation,450,,,,,,,,,,,,,,,,
2021-04-01,ApexPulse Finance,Wealth Management,>= 1 Year,vu_m3,Valuation,450,,,,,,,,,,,,,,,,
2021-05-01,WiseHarbor Management,Consulting,>= 1 Year,vu_m6,Valuation,450,,,,,,,,,,,,,,,,
2021-06-01,GrowthVista Finance,Wealth Management,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2021-07-01,FundHarbor Advisors,Accounting,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2021-10-01,GoldHarbor Advisors,Research,>= 1 Year,vu_m3,Valuation,450,,,,,,,,,,,,,,,,
2021-10-01,BlueStar Investments,Consulting,>= 1 Year,vu_m3,Valuation,450,,,,,,,,,,,,,,,,
2021-11-01,FortunaFund Management,Consulting,>= 1 Year,fc_m4,Forecasting,450,,,,,,,,,,,,,,,,
2021-12-01,CoinNova Advisors,Research,>= 1 Year,fc_m1,Forecasting,450,,,,,,,,,,,,,,,,
2022-01-01,DollarHarvest Holdings,Accounting,>= 1 Year,ac_m5,Accounting,450,,,,,,,,,,,,,,,,
2022-02-01,BeaconCrest Ventures,Wealth Management,>= 1 Year,vu_m6,Valuation,450,,,,,,,,,,,,,,,,
2022-03-01,CoinWise Financial,Research,>= 1 Year,ac_m3,Accounting,450,,,,,,,,,,,,,,,,
2022-03-01,DollarVista Advisors,Research,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2022-03-01,CoinCrafter Consultants,Accounting,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2022-03-01,CoinTrust Consultants,Research,>= 1 Year,rp_m4,Reporting,450,,,,,,,,,,,,,,,,
2022-03-01,TradeMark Financial,Accounting,>= 1 Year,vu_m3,Valuation,450,,,,,,,,,,,,,,,,
2022-05-01,PrimeEagle Financial,Research,>= 1 Year,fc_m1,Forecasting,450,,,,,,,,,,,,,,,,
2022-06-01,EquiWealth Advisors,Consulting,>= 1 Year,rp_m2,Reporting,450,,,,,,,,,,,,,,,,
2022-07-01,ApexPointe Holdings,Accounting,>= 1 Year,rp_m6,Reporting,450,,,,,,,,,,,,,,,,
2022-07-01,ApexPulse Finance,Wealth Management,>= 1 Year,vu_m6,Valuation,450,,,,,,,,,,,,,,,,
2022-08-01,WiseHarbor Management,Consulting,>= 1 Year,fc_m1,Forecasting,450,,,,,,,,,,,,,,,,
2022-08-01,EquiPulse Finance,Accounting,>= 1 Year,rp_m1,Reporting,450,,,,,,,,,,,,,,,,
2022-09-01,StarQuest Investments,Research,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2022-10-01,SecureHarbor Advisors,Wealth Management,>= 1 Year,ac_m4,Accounting,450,,,,,,,,,,,,,,,,
2022-11-01,GoldenPeak Investments,Research,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2022-11-01,GrowthMosaic Financial,Accounting,>= 1 Year,fc_m1,Forecasting,450,,,,,,,,,,,,,,,,
2023-02-01,CashGuard Financial,Accounting,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2023-02-01,CoinVista Financial,Consulting,< 1 Year,fc_m1,Forecasting,450,,,,,,,,,,,,,,,,
2023-02-01,GrowthMosaic Financial,Accounting,>= 1 Year,fc_m1,Forecasting,450,,,,,,,,,,,,,,,,
2023-03-01,GoldenAge Finance,Research,>= 1 Year,ac_m4,Accounting,450,,,,,,,,,,,,,,,,
2023-03-01,CashGuard Financial,Accounting,>= 1 Year,an_m7,Analysis,225,,,,,,,,,,,,,,,,
2023-03-01,CoinVista Financial,Consulting,< 1 Year,rp_m1,Reporting,450,,,,,,,,,,,,,,,,
2023-04-01,CoinVista Financial,Consulting,< 1 Year,an_m6,Analysis,450,,,,,,,,,,,,,,,,
2023-05-01,FinanceCraft Solutions,Wealth Management,< 1 Year,an_m4,Analysis,450,,,,,,,,,,,,,,,,
2023-05-01,NovaFunds Advisors,Accounting,>= 1 Year,an_m6,Analysis,450,,,,,,,,,,,,,,,,
2023-05-01,FinanceCraft Solutions,Wealth Management,< 1 Year,fc_m1,Forecasting,450,,,,,,,,,,,,,,,,
2023-05-01,EquiEdge Financial,Research,>= 1 Year,rp_m3,Reporting,450,,,,,,,,,,,,,,,,
2023-05-01,FinanceCraft Solutions,Wealth Management,< 1 Year,rp_m4,Reporting,450,,,,,,,,,,,,,,,,
2023-05-01,GrowthMosaic Financial,Accounting,>= 1 Year,vu_m3,Valuation,450,,,,,,,,,,,,,,,,
2023-06-01,StellarMax Financial,Consulting,>= 1 Year,vu_m5,Valuation,450,,,,,,,,,,,,,,,,
2020-01-01,DollarHarvest Holdings,Accounting,>= 1 Year,ac_m3,Accounting,445,,,,,,,,,,,,,,,,
2020-01-01,GoldHarbor Advisors,Research,>= 1 Year,vu_m6,Valuation,445,,,,,,,,,,,,,,,,
2020-05-01,WealthGuard Financial,Consulting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2020-05-01,GrowthVista Finance,Wealth Management,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2020-07-01,NovaBucks Financial,Wealth Management,>= 1 Year,ac_m5,Accounting,445,,,,,,,,,,,,,,,,
2020-08-01,CoinTrust Consultants,Research,>= 1 Year,rp_m2,Reporting,445,,,,,,,,,,,,,,,,
2020-09-01,BeaconCrest Ventures,Wealth Management,>= 1 Year,ac_m5,Accounting,445,,,,,,,,,,,,,,,,
2020-12-01,GrowthVista Finance,Wealth Management,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2021-01-01,InvestHarbor Partners,Wealth Management,>= 1 Year,ac_m5,Accounting,445,,,,,,,,,,,,,,,,
2021-01-01,TradeWave Holdings,Consulting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2021-02-01,WiseEdge Capital,Accounting,>= 1 Year,ac_m3,Accounting,445,,,,,,,,,,,,,,,,
2021-02-01,ProsperPlus Capital,Accounting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2021-03-01,MoneyMax Finance,Accounting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2021-03-01,SilverCraft Solutions,Consulting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2021-03-01,FortunaFund Management,Consulting,>= 1 Year,rp_m3,Reporting,445,,,,,,,,,,,,,,,,
2021-03-01,WiseEdge Capital,Accounting,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2021-04-01,StarQuest Investments,Research,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2021-04-01,CoinNova Advisors,Research,>= 1 Year,fc_m1,Forecasting,445,,,,,,,,,,,,,,,,
2021-04-01,TrustLink Financial,Accounting,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2021-04-01,GoldHarbor Advisors,Research,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2021-05-01,CoinNova Advisors,Research,>= 1 Year,an_m6,Analysis,445,,,,,,,,,,,,,,,,
2021-05-01,NovaFunds Advisors,Accounting,>= 1 Year,an_m6,Analysis,445,,,,,,,,,,,,,,,,
2021-05-01,MoneyMax Finance,Accounting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2021-06-01,WiseHarbor Management,Consulting,>= 1 Year,ac_m5,Accounting,445,,,,,,,,,,,,,,,,
2021-06-01,FinanceFusion Group,Research,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2021-07-01,TradeWave Holdings,Consulting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2021-08-01,BlueWave Investments,Consulting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2021-09-01,SilverEdge Management,Research,>= 1 Year,vu_m5,Valuation,445,,,,,,,,,,,,,,,,
2021-10-01,QuantumCrest Capital,Accounting,>= 1 Year,ac_m4,Accounting,445,,,,,,,,,,,,,,,,
2021-10-01,WiseHarbor Management,Consulting,>= 1 Year,ac_m5,Accounting,445,,,,,,,,,,,,,,,,
2021-10-01,FortunaFund Management,Consulting,>= 1 Year,rp_m3,Reporting,445,,,,,,,,,,,,,,,,
2021-10-01,TrueFunds Consultants,Wealth Management,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2021-11-01,CoinTrust Consultants,Research,>= 1 Year,rp_m1,Reporting,445,,,,,,,,,,,,,,,,
2021-11-01,BlueStar Investments,Consulting,>= 1 Year,vu_m6,Valuation,445,,,,,,,,,,,,,,,,
2021-12-01,MoneyTree Group,Wealth Management,>= 1 Year,rp_m2,Reporting,445,,,,,,,,,,,,,,,,
2021-12-01,EquiPulse Finance,Accounting,>= 1 Year,rp_m2,Reporting,445,,,,,,,,,,,,,,,,
2022-01-01,PlatinumPulse Investments,Consulting,>= 1 Year,rp_m2,Reporting,445,,,,,,,,,,,,,,,,
2022-02-01,NovaBucks Financial,Wealth Management,>= 1 Year,rp_m4,Reporting,445,,,,,,,,,,,,,,,,
2022-03-01,BeaconWealth Partners,Consulting,>= 1 Year,fc_m1,Forecasting,445,,,,,,,,,,,,,,,,
2022-03-01,FinanceFusion Group,Research,>= 1 Year,vu_m5,Valuation,445,,,,,,,,,,,,,,,,
2022-04-01,WiseTrust Advisors,Wealth Management,>= 1 Year,vu_m5,Valuation,445,,,,,,,,,,,,,,,,
2022-05-01,PlatinumPulse Investments,Consulting,>= 1 Year,ac_m5,Accounting,445,,,,,,,,,,,,,,,,
2022-05-01,PrimeEagle Financial,Research,>= 1 Year,rp_m4,Reporting,445,,,,,,,,,,,,,,,,
2022-06-01,GoldHarbor Advisors,Research,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2022-07-01,TrueCrest Enterprises,Research,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2022-07-01,GrowthSync Finance,Accounting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2022-09-01,WiseHarbor Management,Consulting,>= 1 Year,ac_m5,Accounting,445,,,,,,,,,,,,,,,,
2022-10-01,PlatinumBridge Investments,Accounting,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2022-10-01,DollarHarvest Holdings,Accounting,>= 1 Year,vu_m1,Valuation,445,,,,,,,,,,,,,,,,
2022-11-01,FundFlex Solutions,Research,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2022-12-01,CoinTrust Consultants,Research,>= 1 Year,rp_m4,Reporting,445,,,,,,,,,,,,,,,,
2023-01-01,WiseTrust Advisors,Wealth Management,>= 1 Year,vu_m5,Valuation,445,,,,,,,,,,,,,,,,
2023-02-01,InvestForte Wealth,Accounting,< 1 Year,fc_m1,Forecasting,445,,,,,,,,,,,,,,,,
2023-02-01,PlatinumPulse Investments,Consulting,>= 1 Year,rp_m3,Reporting,445,,,,,,,,,,,,,,,,
2023-02-01,GrowthGlide Investments,Consulting,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2023-02-01,TrustPulse Consultants,Accounting,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2023-02-01,WiseHarbor Management,Consulting,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2023-03-01,SecureHarbor Advisors,Wealth Management,>= 1 Year,ac_m4,Accounting,445,,,,,,,,,,,,,,,,
2023-03-01,BlueChip Wealth Management,Research,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2023-03-01,PrimeEagle Financial,Research,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2023-04-01,QuantumPeak Advisors,Accounting,< 1 Year,an_m4,Analysis,445,,,,,,,,,,,,,,,,
2023-04-01,GrowthGlide Investments,Consulting,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2023-04-01,StarEagle Financial,Consulting,>= 1 Year,vu_m5,Valuation,445,,,,,,,,,,,,,,,,
2023-05-01,BlueChip Wealth Management,Research,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2023-05-01,PrimeEagle Financial,Research,>= 1 Year,rp_m1,Reporting,445,,,,,,,,,,,,,,,,
2023-05-01,TrueFunds Consultants,Wealth Management,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2023-06-01,TrustStrive Capital,Wealth Management,< 1 Year,an_m4,Analysis,445,,,,,,,,,,,,,,,,
2023-06-01,BlueChip Wealth Management,Research,>= 1 Year,an_m7,Analysis,222.5,,,,,,,,,,,,,,,,
2023-06-01,GrowthWave Finance,Research,< 1 Year,rp_m1,Reporting,445,,,,,,,,,,,,,,,,
2023-06-01,EquiEdge Financial,Research,>= 1 Year,rp_m3,Reporting,445,,,,,,,,,,,,,,,,
2023-06-01,CoinGuard Advisors,Accounting,>= 1 Year,vu_m3,Valuation,445,,,,,,,,,,,,,,,,
2020-01-01,FortunaFund Management,Consulting,>= 1 Year,fc_m4,Forecasting,440,,,,,,,,,,,,,,,,
2020-04-01,ProfitPeak Holdings,Wealth Management,>= 1 Year,rp_m2,Reporting,440,,,,,,,,,,,,,,,,
2020-07-01,FortunaFund Management,Consulting,>= 1 Year,rp_m3,Reporting,440,,,,,,,,,,,,,,,,
2020-07-01,FinanceFusion Group,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2020-09-01,QuantumCrest Capital,Accounting,>= 1 Year,ac_m4,Accounting,440,,,,,,,,,,,,,,,,
2020-11-01,TrustSphere Finance,Consulting,>= 1 Year,ac_m5,Accounting,440,,,,,,,,,,,,,,,,
2020-11-01,SecureNest Finance,Wealth Management,>= 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2021-01-01,EquiGrowth Management,Accounting,>= 1 Year,ac_m4,Accounting,440,,,,,,,,,,,,,,,,
2021-04-01,InvestHarbor Partners,Wealth Management,>= 1 Year,vu_m6,Valuation,440,,,,,,,,,,,,,,,,
2021-06-01,MoneyCrafters Investments,Research,>= 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2021-06-01,StarQuest Investments,Research,>= 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2021-08-01,QuantumCrest Capital,Accounting,>= 1 Year,ac_m4,Accounting,440,,,,,,,,,,,,,,,,
2021-08-01,QuantumBucks Financial,Wealth Management,>= 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2021-08-01,CoinWise Financial,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2021-09-01,FinanceFusion Group,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2021-09-01,CoinWise Financial,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2021-10-01,GoldenAge Finance,Research,>= 1 Year,ac_m4,Accounting,440,,,,,,,,,,,,,,,,
2021-12-01,FundHarbor Advisors,Accounting,>= 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2021-12-01,GoldenPeak Investments,Research,>= 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2021-12-01,CoinCrafter Consultants,Accounting,>= 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2021-12-01,WiseHarbor Management,Consulting,>= 1 Year,fc_m1,Forecasting,440,,,,,,,,,,,,,,,,
2022-01-01,CreditWise Solutions,Consulting,>= 1 Year,vu_m1,Valuation,440,,,,,,,,,,,,,,,,
2022-01-01,GoldHarbor Advisors,Research,>= 1 Year,vu_m6,Valuation,440,,,,,,,,,,,,,,,,
2022-02-01,EquiEdge Financial,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2022-02-01,EquiEdge Financial,Research,>= 1 Year,vu_m6,Valuation,440,,,,,,,,,,,,,,,,
2022-03-01,FortunaFund Management,Consulting,>= 1 Year,ac_m7,Accounting,440,,,,,,,,,,,,,,,,
2022-03-01,CoinNova Advisors,Research,>= 1 Year,an_m6,Analysis,440,,,,,,,,,,,,,,,,
2022-03-01,GoldHarbor Advisors,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2022-03-01,CoinTrust Consultants,Research,>= 1 Year,vu_m6,Valuation,440,,,,,,,,,,,,,,,,
2022-04-01,CoinTrust Consultants,Research,>= 1 Year,fc_m1,Forecasting,440,,,,,,,,,,,,,,,,
2022-04-01,WiseHarbor Management,Consulting,>= 1 Year,fc_m1,Forecasting,440,,,,,,,,,,,,,,,,
2022-04-01,DollarCrafters Wealth,Wealth Management,>= 1 Year,vu_m5,Valuation,440,,,,,,,,,,,,,,,,
2022-05-01,FortunaFund Management,Consulting,>= 1 Year,fc_m4,Forecasting,440,,,,,,,,,,,,,,,,
2022-05-01,CapitalCrafters Finance,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2022-06-01,CapitalCrafters Finance,Research,>= 1 Year,vu_m5,Valuation,440,,,,,,,,,,,,,,,,
2022-06-01,CoinTrust Consultants,Research,>= 1 Year,vu_m6,Valuation,440,,,,,,,,,,,,,,,,
2022-07-01,CoinNova Advisors,Research,>= 1 Year,fc_m1,Forecasting,440,,,,,,,,,,,,,,,,
2022-07-01,WiseWealth Enterprises,Accounting,>= 1 Year,vu_m5,Valuation,440,,,,,,,,,,,,,,,,
2022-08-01,CashForte Capital,Research,>= 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2022-08-01,EquiEdge Financial,Research,>= 1 Year,vu_m6,Valuation,440,,,,,,,,,,,,,,,,
2022-09-01,BeaconCrest Ventures,Wealth Management,>= 1 Year,rp_m1,Reporting,440,,,,,,,,,,,,,,,,
2022-10-01,NovaFunds Advisors,Accounting,>= 1 Year,an_m6,Analysis,440,,,,,,,,,,,,,,,,
2022-10-01,FinanceLoom Group,Consulting,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2022-12-01,InvestWise Ventures,Research,>= 1 Year,ac_m6,Accounting,440,,,,,,,,,,,,,,,,
2022-12-01,ApexPulse Finance,Wealth Management,>= 1 Year,vu_m6,Valuation,440,,,,,,,,,,,,,,,,
2023-01-01,InvestWise Ventures,Research,>= 1 Year,ac_m6,Accounting,440,,,,,,,,,,,,,,,,
2023-01-01,NovaFunds Advisors,Accounting,>= 1 Year,an_m6,Analysis,440,,,,,,,,,,,,,,,,
2023-01-01,CashGuard Financial,Accounting,>= 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2023-01-01,FinanceSync Advisors,Consulting,< 1 Year,rp_m1,Reporting,440,,,,,,,,,,,,,,,,
2023-01-01,EquiPulse Finance,Accounting,>= 1 Year,rp_m4,Reporting,440,,,,,,,,,,,,,,,,
2023-01-01,CoinTrust Consultants,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2023-01-01,WiseHarbor Management,Consulting,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2023-03-01,BlueStar Investments,Consulting,>= 1 Year,an_m6,Analysis,440,,,,,,,,,,,,,,,,
2023-03-01,NovaBridge Capital,Accounting,< 1 Year,an_m7,Analysis,220,,,,,,,,,,,,,,,,
2023-03-01,TrueCrest Enterprises,Research,>= 1 Year,rp_m2,Reporting,440,,,,,,,,,,,,,,,,
2023-03-01,InvestSphere Ventures,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2023-04-01,EquiPulse Finance,Accounting,>= 1 Year,rp_m4,Reporting,440,,,,,,,,,,,,,,,,
2023-04-01,NovaBucks Financial,Wealth Management,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2023-05-01,CapitalQuest Finance,Wealth Management,< 1 Year,an_m4,Analysis,440,,,,,,,,,,,,,,,,
2023-05-01,BlueStar Investments,Consulting,>= 1 Year,an_m6,Analysis,440,,,,,,,,,,,,,,,,
2023-05-01,CapitalQuest Finance,Wealth Management,< 1 Year,fc_m1,Forecasting,440,,,,,,,,,,,,,,,,
2023-05-01,WealthStrive Advisors,Research,>= 1 Year,fc_m1,Forecasting,440,,,,,,,,,,,,,,,,
2023-05-01,TrueFunds Consultants,Wealth Management,>= 1 Year,rp_m3,Reporting,440,,,,,,,,,,,,,,,,
2023-05-01,WiseEdge Capital,Accounting,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2023-05-01,GoldHarbor Advisors,Research,>= 1 Year,vu_m3,Valuation,440,,,,,,,,,,,,,,,,
2023-06-01,SecureHarbor Advisors,Wealth Management,>= 1 Year,ac_m4,Accounting,440,,,,,,,,,,,,,,,,
2020-01-01,EquiGrowth Management,Accounting,>= 1 Year,ac_m4,Accounting,435,,,,,,,,,,,,,,,,
2020-02-01,SecureNest Finance,Wealth Management,>= 1 Year,an_m7,Analysis,217.5,,,,,,,,,,,,,,,,
2020-08-01,TradeWave Holdings,Consulting,>= 1 Year,an_m7,Analysis,217.5,,,,,,,,,,,,,,,,
2020-10-01,BlueStar Investments,Consulting,>= 1 Year,an_m6,Analysis,435,,,,,,,,,,,,,,,,
2020-10-01,TrueFunds Consultants,Wealth Management,>= 1 Year,vu_m3,Valuation,435,,,,,,,,,,,,,,,,
2020-10-01,ApexPulse Finance,Wealth Management,>= 1 Year,vu_m6,Valuation,435,,,,,,,,,,,,,,,,
2020-11-01,PrimeEagle Financial,Research,>= 1 Year,vu_m1,Valuation,435,,,,,,,,,,,,,,,,
2020-12-01,PrimeEagle Financial,Research,>= 1 Year,rp_m4,Reporting,435,,,,,,,,,,,,,,,,
2021-03-01,FortunaFund Management,Consulting,>= 1 Year,fc_m4,Forecasting,435,,,,,,,,,,,,,,,,
2021-03-01,CoinTrust Consultants,Research,>= 1 Year,rp_m4,Reporting,435,,,,,,,,,,,,,,,,
2021-04-01,NovaFunds Advisors,Accounting,>= 1 Year,an_m6,Analysis,435,,,,,,,,,,,,,,,,
2021-05-01,CoinWise Financial,Research,>= 1 Year,rp_m3,Reporting,435,,,,,,,,,,,,,,,,
2021-06-01,BeaconWealth Partners,Consulting,>= 1 Year,ac_m3,Accounting,435,,,,,,,,,,,,,,,,
2021-06-01,CoinTrust Consultants,Research,>= 1 Year,rp_m4,Reporting,435,,,,,,,,,,,,,,,,
2021-07-01,NovaFusion Group,Accounting,>= 1 Year,fc_m3,Forecasting,435,,,,,,,,,,,,,,,,
2021-08-01,CoinNova Advisors,Research,>= 1 Year,fc_m1,Forecasting,435,,,,,,,,,,,,,,,,
2021-08-01,PrimeEagle Financial,Research,>= 1 Year,fc_m1,Forecasting,435,,,,,,,,,,,,,,,,
2021-08-01,BeaconCrest Ventures,Wealth Management,>= 1 Year,vu_m6,Valuation,435,,,,,,,,,,,,,,,,
2021-09-01,WiseHarbor Management,Consulting,>= 1 Year,ac_m5,Accounting,435,,,,,,,,,,,,,,,,
2021-09-01,TradeWave Holdings,Consulting,>= 1 Year,an_m7,Analysis,217.5,,,,,,,,,,,,,,,,
2021-09-01,WiseHarbor Management,Consulting,>= 1 Year,vu_m3,Valuation,435,,,,,,,,,,,,,,,,
2021-09-01,StellarStone Finance,Consulting,>= 1 Year,vu_m5,Valuation,435,,,,,,,,,,,,,,,,
2021-09-01,ApexPulse Finance,Wealth Management,>= 1 Year,vu_m6,Valuation,435,,,,,,,,,,,,,,,,
2021-10-01,ApexPulse Finance,Wealth Management,>= 1 Year,vu_m6,Valuation,435,,,,,,,,,,,,,,,,
2021-11-01,ApexEdge Capital,Consulting,>= 1 Year,an_m7,Analysis,217.5,,,,,,,,,,,,,,,,
2021-11-01,WiseHarbor Management,Consulting,>= 1 Year,vu_m3,Valuation,435,,,,,,,,,,,,,,,,
2021-11-01,BlueStar Investments,Consulting,>= 1 Year,vu_m3,Valuation,435,,,,,,,,,,,,,,,,
2022-01-01,BlueWave Investments,Consulting,>= 1 Year,an_m7,Analysis,217.5,,,,,,,,,,,,,,,,
2022-01-01,PrimeEagle Financial,Research,>= 1 Year,rp_m1,Reporting,435,,,,,,,,,,,,,,,,
2022-01-01,GoldHarbor Advisors,Research,>= 1 Year,vu_m3,Valuation,435,,,,,,,,,,,,,,,,
2022-02-01,EquiEdge Financial,Research,>= 1 Year,rp_m3,Reporting,435,,,,,,,,,,,,,,,,
